<oov> 1.0	oov
برداری 1.0	B A R DD AA R II
دیواریں 1.0	DD AY V AA R AYN
تیسری 1.0	TD II S R II
گولڑہ 1.0	G OO L RR AA
پٹری 1.0	P A T R II
قدیم 1.0	Q A DD II M
گرے 1.0	G I R AY
کہار 1.0	K A H AA R
خریدنے 1.0	X A R II DD N AY
دھمکیاں 1.0	DDH A M K I J AAN
پنوں 1.0	P I N N OON
قدیر 1.0	Q A DD II R
پٹرھ 1.0	P I T A R
آئینہ 1.0	AA II N AA
قینچی 1.0	Q AE N TS II
واپسی 1.0	V AA P S II
چڑیا 1.0	TS I RR J AA
شمولیت 1.0	SH A M UU L II J A TD
جرائم 1.0	DZ A R AA I M
مضمون 1.0	M A Z M UU N
بڑہا 1.0	B A RR H AA
تھی 1.0	TDH II
تھے 1.0	TDH AY
باڑہ 1.0	B AA RR AA
لیا 1.0	L I J AA
پانے 1.0	P AA N AY
کلامی 1.0	K A L AA M II
دردانہ 1.0	DD A R DD AA N AA
سالگرہ 1.0	S AA L G I R AA
بعد 1.0	B AA DD
لیس 1.0	L AY S
تکبر 1.0	TD A K A B B U R
حادثات 1.0	H AA DD I S AA TD
دستہ 1.0	DD A S TD AA
بعض 1.0	B AA Z
متعلقہ 1.0	M U TD A A L L I Q AA
چھلانگیں 1.0	TSH A L AA NG G AYN
پانی 1.0	P AA N II
شوہر 1.0	SH OO H A R
ضائع 1.0	Z AA AY
نائب 1.0	N AA I B
دستک 1.0	DD A S TD A K
قدوسی 1.0	Q U DD DD UU S II
پیلے 1.0	P AY L AY
تھک 1.0	TDH A K
نورجہاں 1.0	N O R AY DZ A H AAN
چلنا 1.0	TS A L N AA
پانچ 1.0	P AA N TS
لہجے 1.0	L AEH H DZ AY
اعتمادی 1.0	AY TD AY M AA DD II
نیند 1.0	N II N DD
خزانہ 1.0	X A Z AA N AA
تھل 1.0	TDH A L
جدو 1.0	DZ A DD DD UU
خزانے 1.0	X A Z AA N AY
چلنے 1.0	TS A L N AY
کرواتے 1.0	K A R V AA TD AY
گرفتار 1.0	G I R I F TD AA R
پیسے 1.0	P II S AY
ناشطہ 1.0	N AA SH I TD AA
مواقعوں 1.0	M A V AA Q OON
لیگ 1.0	L II G
کفالت 1.0	K A F AA L A TD
فیروز 1.0	F AE R OO Z
پیسہ 1.0	P AE S AA
افسوس 1.0	A F S UU S
رشید 1.0	R A SH II DD
لیہ 1.0	L I J J AA
دستر 1.0	DD A S TD A R
باڑا 1.0	B AA RR AA
کراس 1.0	K A R AA S
تھا 1.0	TDH AA
جدا 1.0	DZ U DD AA
شرجیل 1.0	SH A R DZ II L
لاکھوں 1.0	L AA KH OON
باقی 1.0	B AA Q II
جاننا 1.0	DZ AA N N AA
خوف 1.0	X O F
دراوڑ 1.0	DD A R AA V A RR
لیاقت 1.0	L I J AA Q A TD
کھردرا 1.0	KH U R DD A R AA
فرہاد 1.0	F A R H AA DD
چوڑیوں 1.0	TS O RR II OON
جستجو 1.0	DZ I S TD DZ UU
کاری 1.0	K AA R II
دمک 1.0	DD A M A K
خوشاب 1.0	X OO SH AA B
درجہ 1.0	DD A R DZ AA
اِدھر 1.0	I DDH A R
والوں 1.0	V AA L OON
کارڈ 1.0	K AA R D
کبیر 1.0	K A B II R
خوب 1.0	X UU B
خوش 1.0	X U SH
گلوکار 1.0	G U L UU K AA R
خور 1.0	X U R
کروڑ 1.0	K A R R OO RR
بچیوں 1.0	B A TS TS II OON
تھوڑی 1.0	TDH OO RR II
کالا 1.0	K AA L AA
گلوکاری 1.0	G U L UU K AA R II
کالج 1.0	K AA L I DZ
گلوکارہ 1.0	G U L UU K AA R AA
وجوہات 1.0	V A DZ UU H AA TD
ساتھی 1.0	S AA TDH II
کھنکھار 1.0	KH A N KH AA R
سربراہان 1.0	S A R B A R AA H AA N
پسماندہ 1.0	P A S M AA N DD AA
بزرگوں 1.0	B U Z U R G OON
باغیچہ 1.0	B AA GG II TS AA
مقابلوں 1.0	M U Q AA B A L OON
وقتی 1.0	V A Q TD II
الطاف 1.0	A L TD AA F
جیتنے 1.0	DZ II TD N AY
ایوبیہ 1.0	AE V A B I J J AA
تلاش 1.0	TD A L AA SH
آہستہ 1.0	AA H I S TD AA
کالم 1.0	K AA L A M
بٹورنے 1.0	B A T OO R N AY
ثبوت 1.0	S U B UU TD
موقع 1.0	M O Q A
روزگاری 1.0	R OO Z G AA R II
تعاون 1.0	TD A AA V U N
گردی 1.0	G A R DD II
داری 1.0	DD AA R II
معاوضہ 1.0	M U AA V A Z AA
تھام 1.0	TDH AA M
چیکنگ 1.0	TS II K I NG
خیمہ 1.0	X II M AA
منعقد 1.0	M U N A Q I DD
نگہت 1.0	N I G A H TD A TD
عا 1.0	AA
ٹکڑے 1.0	T U K RR AY
معیشت 1.0	M A II SH A TD
اشعر 1.0	A SH A R
سگریٹ 1.0	S I G R AY T
پلاٹ 1.0	P A L AA T
واشنگٹن 1.0	V AA SH I NG T A N
درمیانی 1.0	DD A R M I J AA N II
اصباح 1.0	A S B AA
بتول 1.0	B A TD UU L
بزنس 1.0	B I Z N I S
گردن 1.0	G A R DD A N
محنتی 1.0	M U H N A TD II
شناور 1.0	SH I N AA V A R
نمک 1.0	N A M A K
بھاری 1.0	BH AA R II
نصیب 1.0	N A S II B
آنکھیں 1.0	AA N KH AYN
نصیر 1.0	N A S II R
گردش 1.0	G A R DD I SH
انحصار 1.0	I N H I S AA R
بیٹی 1.0	B AE T II
کھیلوں 1.0	KH AY L OON
چوراہے 1.0	TS O R AA H AY
خواتین 1.0	X A V AA TD II N
روکا 1.0	R OO K AA
زرگل 1.0	Z A R A G A L
صورتحال 1.0	S UU R A TD A H AA L
ریں 1.0	R IIN
بڑے 1.0	B A RR AY
چیمبر 1.0	TS AE M B A R
بڑی 1.0	B A RR II
قحط 1.0	Q A H TD
خولہ 1.0	X O L AA
واقعی 1.0	V AA Q I Y II
بڑھ 1.0	B A RRH
واقعہ 1.0	V AA Q I AA
بازار 1.0	B AA Z AA R
تاریخ 1.0	TD AA R II X
فاضل 1.0	F AA Z I L
حرمتی 1.0	H U R M A TD II
واقعے 1.0	V AA Q I AY
غیرملکی 1.0	GG AE R M U L K II
ایرج 1.0	AE R I DZ
بٹا 1.0	B A T AA
جہانگیر 1.0	DZ A H AA NG G II R
معاشی 1.0	M A AA SH II
غوری 1.0	GG O R II
خدا 1.0	X U DD DD AA
پچاس 1.0	P A TS TS AA S
سماجی 1.0	S A M AA DZ II
ریس 1.0	R AY S
آغا 1.0	AA GG AA
انیقہ 1.0	A N II Q AA
ریت 1.0	R AY TD
سعیدہ 1.0	S A II DD AA
تاریں 1.0	TD AA R AYN
ریل 1.0	R AY L
بڑا 1.0	B A RR AA
حاوی 1.0	H AA V II
کیلاش 1.0	K AE L AA SH
روکے 1.0	R OO K AY
پینا 1.0	P II N AA
تروٹ 1.0	TD A R UU T
مغلیہ 1.0	M U GG L I J AA
بکھیری 1.0	B A KH AY R II
سوتے 1.0	S OO TD AY
مدار 1.0	M U DD DD AA R
ملنے 1.0	M A L N AY
وقفہ 1.0	V A Q F AA
طے 1.0	TD AE
کرا 1.0	K A R AA
لگیں 1.0	L A G AYN
ملنی 1.0	M I L N II
پڑیاں 1.0	P A RR J AAN
عابد 1.0	AA B I DD
بستر 1.0	B A S TD A R
کرو 1.0	K U R R UU
کرم 1.0	K U R A M
کرن 1.0	K A R A N
خوشگوار 1.0	X U SH G A V AA R
چھوٹوں 1.0	TSH UU T OON
درگئی 1.0	DD A R A G A II
فوجداری 1.0	F O DZ DD AA R II
سوتا 1.0	S OO TD AA
سکا 1.0	S A K AA
لا 1.0	L AA
پزیرائی 1.0	P A Z II R AA II
بھاٹی 1.0	BH AA T II
تقریباً 1.0	TD A Q R II B A N
سکے 1.0	S I K K AY
ترمیم 1.0	TD A R M II M
تکیہ 1.0	TD A K J AA
سکی 1.0	S A K II
باقر 1.0	B AA Q I R
بستی 1.0	B A S TD II
کیمپس 1.0	K AE M P A S
کرک 1.0	K U R K
شہربانو 1.0	SH AEH H R B AA N OO
حاجرہ 1.0	H AA DZ I R AA
احساسِ 1.0	A H S AA S AY
آقا 1.0	AA Q AA
مقدار 1.0	M I Q DD AA R
کرے 1.0	K A R R AY
ملنا 1.0	M I L N AA
تقریبات 1.0	TD A Q R II B AA TD
سیمینار 1.0	S AE M II N AA R
معاہدوں 1.0	M U AA H A DD OON
سکھ 1.0	S U KH
پکوانوں 1.0	P A K V AA N OON
کھنچاؤ 1.0	KH I N TS AA OO
منزلہ 1.0	M A N Z A L AA
پینے 1.0	P II N AY
سوتر 1.0	S UU TD R
