<oov> 1.0	oov
اندوز 1.0	I N D_D O_O Z
طبقوں 1.0	T_D A B Q O_O_N
ارباب 1.0	A R B A_A B
تقاضا 1.0	T_D A Q A_A Z U N
ہب 1.0	H A B
ہر 1.0	H A R
حجام 1.0	H U D_Z D_Z A_A M
داریوں 1.0	D_D A_A R II O_O_N
ہم 1.0	H A M
بتانے 1.0	B A T_D A_A N A_Y
ہو 1.0	H O_O
ساتھ 1.0	S A_A T_D_H
سبکدوش 1.0	S U B A K D_D O_O S_H
شیطان 1.0	S_H AE T_D A_A N
پلاٹوں 1.0	P A L A_A T O_O_N
بچا 1.0	B A TS A_A
فیصلہ 1.0	F AE S L A_A
ہمس 1.0	H A M S
آجکل 1.0	A_A D_Z I K A L
شرح 1.0	S_H A R H
فیصلے 1.0	F AE S L A_Y
ہما 1.0	H U M A_A
ہمت 1.0	H A M M A T_D
انواع 1.0	A N V A_A
تہلکہ 1.0	T_D AE_H H A L K A_A
کنیز 1.0	K A N II Z
انوار 1.0	A N V A_A R
دلہن 1.0	D_D U L H A N
پابندی 1.0	P A_A B A N D_D II
حکمران 1.0	H U K M R A_A N
بچے 1.0	B A TS A_Y
سلسلے 1.0	S I L S I L A_Y
گوئی 1.0	G O_O II
بچی 1.0	B A TS II
بچہ 1.0	B A TS TS A_A
سلسلہ 1.0	S A L S I L A_A
فسیح 1.0	F A S II
خریداری 1.0	X A R II D_D A_A R II
بردار 1.0	B A R D_D A_A R
کمرے 1.0	K A M R A_Y
ہی 1.0	H II
ہے 1.0	H AE
بھارت 1.0	B_H A_A R A T_D
فیضان 1.0	F AE Z A_A N
کاروباری 1.0	K A_A R O_O B A_A R II
ڈسپنسریوں 1.0	D I S P A N S A R II O_O_N
تنازعہ 1.0	T_D A N A_A Z A A_A
مردے 1.0	M U R D_D A_Y
تقاضے 1.0	T_D A Q A_A Z A_Y
لاڑکانہ 1.0	L A_A R_R K A_A N A_A
صوبہ 1.0	S U_U B A_A
زارا 1.0	Z A_A R A_A
زرقا 1.0	Z A R Q A N
طلب 1.0	T_D A L A B
بھول 1.0	B_H U_U L
صوبے 1.0	S U_U B A_Y
اشرف 1.0	A S_H R A F
بھی 1.0	B_H II
قرضے 1.0	Q A R Z A_Y
صفوان 1.0	S A F V A_A N
قرضہ 1.0	Q A R Z A_A
آفروزہ 1.0	A_A F R O_O Z A_A
ردو 1.0	R A D_D D_D U_U
یا 1.0	J A_A
آرائی 1.0	A_A R A_A II
نعرہ 1.0	N A_A R A_A
لواحقین 1.0	L A V A_A H I Q II N
زوروں 1.0	Z O R O_O_N
حال 1.0	H A_A L
پان 1.0	P A_A N
شائد 1.0	S_H A_A I D_D
اکیلے 1.0	A K A_Y L A_Y
شائع 1.0	S_H A_A A_Y
قمیض 1.0	Q A M II Z
اور 1.0	O R
گاڑی 1.0	G A_A R_R II
اکیلا 1.0	A K A_Y L A_A
نفری 1.0	N A F R II
کھالیں 1.0	K_H A_A L A_Y_N
بیگم 1.0	B AE G A M
جایان 1.0	D_Z A_A J A_A N
نبٹا 1.0	N I B T A_A
یہ 1.0	J A_Y
ر 1.0	R A R
ردی 1.0	R A D_D D_D II
طیبہ 1.0	T_D A J J A B A_A
مسکرا 1.0	M U S K U R A_A
سلیمہ 1.0	S A L II M A_A
یں 1.0	AE_N
بھر 1.0	B_H A R
بھوک 1.0	B_H U_U K
اورنگزیب 1.0	O_O R A N_G Z A_Y B A B
رانجھا 1.0	R A_A N D_Z_H A_A
سلوا 1.0	S I L V A_A
گرام 1.0	G A R A_A M
ملبوسات 1.0	M A L B U_U S A_A T_D
حتمی 1.0	H U T_D M II
سسکیاں 1.0	S I S K I J A_A_N
کھلی 1.0	K_H A L II
مضافات 1.0	M U Z A_A F A_A T_D
کھلے 1.0	K_H I L A_Y
چوہیا 1.0	TS O H II A_A
ترجیح 1.0	T_D A R D_Z II H
تالا 1.0	T_D A_A L A_A
اتحاد 1.0	I T_D T_D I H A_A D_D
رحیم 1.0	R A H II M
بیماری 1.0	B II M A_A R II
سنیعہ 1.0	S U N II A_A
دانیال 1.0	D_D A_A N I J A_A L
عورت 1.0	O R A T_D
غل 1.0	G_G U L
غم 1.0	G_G A M
اداکارائیں 1.0	A D_D A_A K A_A R A_A A_Y_N
عطاء 1.0	A T_D A_A
گرمیوں 1.0	G A R M II O_O_N
نکات 1.0	N A K A_A T_D
نظر 1.0	N A Z A R
معدوم 1.0	M A D_D U_U M
جمشید 1.0	D_Z A M S_H II D_D
شمیم 1.0	S_H A M II M
شمیل 1.0	S_H A M II L
حفاظتی 1.0	H I F A_A Z A T_D II
انارکلی 1.0	A N A_A R K A L II
عیادت 1.0	II J A_A D_D A T_D
ساجد 1.0	S A_A D_Z I D_D
صندوق 1.0	S A N D_D U_U Q
فصیحہ 1.0	F A S II H A_A
تالے 1.0	T_D A_A L A_Y
کھلا 1.0	K_H I L A_A
رِنگ 1.0	R I N_G
امتحان 1.0	I M T_D I H A_A N
راحیلہ 1.0	R A_A H II L A_A
پیسوں 1.0	P A_Y S O_O_N
برائے 1.0	B A R A_A A_Y
کھڑی 1.0	K_H A R_R II
خرابیاں 1.0	X A R A_A B I J A_A_N
نظم 1.0	N A Z M
اقوامِ 1.0	I Q V A_A M A_Y
معذرت 1.0	M U A Z Z A R A T_D
برائی 1.0	B A R A_A II
حادثے 1.0	H A_A D_D I S A_Y
اپنایا 1.0	A P N A_A J A_A
حادثہ 1.0	H A_A D_D I S A_A
چلاس 1.0	TS A L L A_A S
لوہاری 1.0	L O_O H A_A R II
کاشفہ 1.0	K A_A S_H I F A_A
تمھاری 1.0	T_D U M A_A R II
پڑھی 1.0	P A R_R_H II
بالٹیاں 1.0	B A_A L T II A_A_N
مصری 1.0	M I S R II
شجاع 1.0	S_H U D_Z A_A
آمیز 1.0	A_A M A_Y Z
بھال 1.0	B_H A_A L
چھوڑتے 1.0	TS_H O_O R_R T_D A_Y
صحن 1.0	S U H N
اتحادی 1.0	I T_D T_D I H A_A D_D II
رباب 1.0	R A B A_A B
مستعدی 1.0	M U S T_D A A D_D D_D II
بازی 1.0	B A_A Z II
پتے 1.0	P A T_D T_D A_Y
دورہِ 1.0	D_D O R A H A_Y
پتہ 1.0	P A T_D T_D A_A
بھاگ 1.0	B_H A_A G
چیئرمین 1.0	TS A_Y A R M AE N
ناظم 1.0	N A_A Z I M
عفراء 1.0	U F R A_A
ووٹ 1.0	V O_O T
فحاشی 1.0	F A H A_A S_H II
سلام 1.0	S A L A_A M
قربانی 1.0	Q U R B A_A N II
درجنوں 1.0	D_D A R D_Z A N O_O_N
چوروں 1.0	TS O R O_O_N
مراعات 1.0	M U R A_A A_A T_D
اریب 1.0	A R II B
یقیناً 1.0	J A Q II N A N
صحت 1.0	S I H H A T_D
بانیِ 1.0	B A_A N II A_Y
انھوں 1.0	A N N_H O_O_N
گلباز 1.0	G U L B A_A Z
زلفی 1.0	Z U L F II
کرداروں 1.0	K I R D_D A_A R O_O_N
بیرونِ 1.0	B AE R U_U N A_Y
ہاتھوں 1.0	H A_A T_D_H O_O_N
شوقین 1.0	S_H O Q II N
عبید 1.0	A B II D_D
پیدل 1.0	P AE D_D A L
اِسوقت 1.0	I S V A Q T_D
نوشہرہ 1.0	N O S_H AE_H H R A_A
قانون 1.0	Q A_A N U_U N
عبیر 1.0	A B II R
نظامِ 1.0	N I Z A_A M A_Y
پیدا 1.0	P AE D_D A_A
فضول 1.0	F U Z U_U L
بچانا 1.0	B A TS A_A N A_A
ڈاک 1.0	D A_A K
سیدو 1.0	S A_Y D_D O_O
ربوہ 1.0	R A B V A_A
جیتا 1.0	D_Z II T_D A_A
علاقوں 1.0	A L L A_A Q O_O_N
شیشہ 1.0	S_H II S_H A_A
بیرونی 1.0	B AE R U_U N II
آدھا 1.0	A_A D_D_H A_A
غنوی 1.0	G_G U N V II
بانٹے 1.0	B A_A N T A_Y
گیلی 1.0	G II L II
جیتی 1.0	D_Z II T_D II
عدنان 1.0	A D_D N A_A N
مجاہد 1.0	M U D_Z A_A H I D_D
کامیابی 1.0	K A_A M J A_A B II
ڈال 1.0	D A_A L
براہِ 1.0	B A R A_A H A_Y
سمجھیں 1.0	S A M D_Z_H A_Y_N
المتین 1.0	A L M A T_D II N
روئیے 1.0	R U_U II A_Y
حمدی 1.0	H A M D_D II
حمدہ 1.0	H A M D_D A_A
بایزید 1.0	B A_A J A Z II D_D
شارق 1.0	S_H A_A R I Q
ثائر 1.0	S A_A I R
مربع 1.0	M U R A B B A
ثائب 1.0	S A_A I B
قیمہ 1.0	Q II M A_A
بادل 1.0	B A_A D_D A L
غالبہ 1.0	G_G A_A L I B A_A
خوشی 1.0	X U S_H II
وکالت 1.0	V A K A_A L A T_D
آلو 1.0	A_A L U_U
ہَوا 1.0	H A V A_A
بازوں 1.0	B A_A Z O_O_N
صرف 1.0	S A R F
دھکا 1.0	D_D_H U K A_A
صارفین 1.0	S A_A R I F II N
اسٹیشن 1.0	I S T A_Y S_H A N
دلانے 1.0	D_D I L A_A N A_Y
سراہا 1.0	S A R A_A H A_A
رضا 1.0	R A Z A_A
پالیسیاں 1.0	P A_A L II S II A_A_N
مجبور 1.0	M A D_Z B U_U R
کشمیریاں 1.0	K A S_H M II R I J A_A_N
چالیس 1.0	TS A_A L II S
حالیہ 1.0	H A_A L I J A_A
شارح 1.0	S_H A_A R A_Y H
تاثیر 1.0	T_D A_A S II R
گروہ 1.0	G A R V A_A
اجاگر 1.0	U D_Z A_A G A R
رشتے 1.0	R I S_H T_D A_Y
رشتہ 1.0	R I S_H T_D A_A
حسیب 1.0	H A S II B
رضی 1.0	R A Z II
ڈرتے 1.0	D A R T_D A_Y
نکھٹو 1.0	N I K_H A T T U_U
توقعات 1.0	T_D O A Q Q U A_A T_D
آصفہ 1.0	A_A S I F A_A
مضبوط 1.0	M A Z B U_U T_D
باریک 1.0	B A_A R II K
اقرباء 1.0	A_A Q R A B A_A
عتیقہ 1.0	A T_D II Q A_A
لائن 1.0	L A_A I N
گروپ 1.0	G U R U_U P
سرفراز 1.0	S A R F A R A_A Z
ٹھوس 1.0	T_H O_O S
نکھار 1.0	N I K_H A_A R
محروم 1.0	M A H R U_U M
شدت 1.0	S_H U D_D D_D A T_D
حسین 1.0	H A S II N
قاضی 1.0	Q A_A Z II
قیمت 1.0	Q II M A T_D
تعزیت 1.0	T_D A A Z Z II J A T_D
بندوبست 1.0	B A N D_D O_O B A S T_D
لمی 1.0	L A M II
معاون 1.0	M U A_A V A N
ماضی 1.0	M A_A Z II
عرصے 1.0	A R S A_Y
عرصہ 1.0	A R S A_A
ہوناچاہئے 1.0	H O_O N A_A TS A_A H A A_Y
عذاب 1.0	A Z A_A B
سنائی 1.0	S U N A_A II
بھاگتا 1.0	B_H A_A G T_D A_A
پہنچتے 1.0	P A H U N TS A T_D A_Y
خرچہ 1.0	X A R TS A_A
مویشی 1.0	M A V A_Y S_H II
تعلق 1.0	T_D A A L L U Q
ملتیں 1.0	M U L L A T_D A_Y_N
تجاویز 1.0	T_D A D_Z A_A V II Z
صلاحیت 1.0	S A L A_A H II J A T_D
کھلونا 1.0	K_H I L O_O N A_A
راحیل 1.0	R A_A H II L
کوثر 1.0	K O S A R
صنعتکار 1.0	S A N A T_D K A_A R
راحت 1.0	R A_A H A T_D
کریمیں 1.0	K A R II M A_Y_N
ابال 1.0	U B A_A L
نوٹس 1.0	N O_O T S
چلیں 1.0	TS A L A_Y_N
پھوٹی 1.0	P_H U_U T II
تبدیلیاں 1.0	T_D A B D_D II L I J A_A_N
کھاریاں 1.0	K_H A_A R I J A_A_N
دفاتر 1.0	D_D A F A_A T_D A R
روکنا 1.0	R O_O K N A_A
سڑکوں 1.0	S A R_R K O_O_N
دیپالپور 1.0	D_D II P A_A L P U_U R
ایسی 1.0	AE S II
بگھیوں 1.0	B A G G_H II O_O_N
نگار 1.0	N I G A_A R
سکول 1.0	S A K U_U L
ڈالیں 1.0	D A_A L A_Y_N
دسمبر 1.0	D_D A S A M B A R
صدف 1.0	S A D_D A F
ڈیزائن 1.0	D II Z A_A I N
بخار 1.0	B A X A_A R
ایسے 1.0	AE S A_Y
آ 1.0	A_A
سقراط 1.0	S U Q R A_A T_D
شفیع 1.0	S_H A F II
پایا 1.0	P A_A J A_A
چاروں 1.0	TS A_A R O_O_N
قدم 1.0	Q A D_D A M
صلح 1.0	S A L H
پھاٹک 1.0	P_H A_A T A K
روپیہ 1.0	R U_U P I J A_A
کروایا 1.0	K A R V A_A J A_A
قدر 1.0	Q A D_D R
جھانسوں 1.0	D_Z_H A_A N S O_O_N
شفیف 1.0	S_H A F II F
شفیق 1.0	S_H A F II Q
حارث 1.0	H A_A R I S
صدر 1.0	S A D_D R
جعفری 1.0	D_Z A_A F R II
معیارِ 1.0	M I J A_A R I
طبقات 1.0	T_D A B Q A_A T_D
افتتاحی 1.0	I F T_D I T_D A_A H II
شاگردی 1.0	S_H A_A G A R D_D II
صادقہ 1.0	S A_A D_D I Q A_A
تبسم 1.0	T_D A B A S S U M
انوکھی 1.0	A N O_O K_H II
چِلا 1.0	TS I L L A_A
مقتل 1.0	M U Q T_D A L
ہمدانی 1.0	H A M D_D A_A N II
بلانے 1.0	B U L A_A N A_Y
حریری 1.0	H A R II R II
صلے 1.0	S I L A_Y
ڈھائی 1.0	D_H A_A II
صلہ 1.0	S I L L A_A
پایہ 1.0	P A_A J A_A
اختیارات 1.0	I X T_D I J A_A R A_A T_D
روزگار 1.0	R O_O Z G A_A R
ایسا 1.0	AE S A_A
سکوں 1.0	S U K K O_O_N
تاشف 1.0	T_D A_A S_H I F
رسالپور 1.0	R A S A_A L P U_U R
بےحرمتی 1.0	B A_Y H A R M A T_D II
لایا 1.0	L A_A J A_A
ازعم 1.0	A Z A M
غرور 1.0	G_G U R U_U R
بیوقوف 1.0	B A_Y V A Q U_U F
بڑھانا 1.0	B A R_R_H A_A N A_A
فارابی 1.0	F A_A R A_A B II
گزیر 1.0	G U Z II R
آنی 1.0	A_A N II
آنے 1.0	A_A N A_Y
خلیل 1.0	X A L II L
خلیق 1.0	X A L II Q
پھینکے 1.0	P_H AE_N K A_Y
پالیساں 1.0	P A_A L II S A_A_N
بناتا 1.0	B A N A_A T_D A_A
فون 1.0	F O_O N
مرتے 1.0	M A R T_D A_Y
مچھیرا 1.0	M A TS_H A_Y R A_A
تسلیم 1.0	T_D A S L II M
دامن 1.0	D_D A_A M A N
بظاہر 1.0	B A Z A_A H A R
وباء 1.0	V A B A_A
زیادتی 1.0	Z I J A_A D_D T_D II
مزارِقائد 1.0	M U Z A_A R I Q A_A I D_D
گاڑیو 1.0	G A_A R_R J O_O
چراغ 1.0	TS A R A_A G_G
عید 1.0	II D_D
مرتب 1.0	M U R T_D A B
معمول 1.0	M A_A M U_U L
ابصار 1.0	A B S A_A R
احساس 1.0	A H S A_A S
بناتی 1.0	B A N A_A T_D II
نیرہ 1.0	N II R A_A
وزرا 1.0	V U Z R A_A
خوشبخت 1.0	X U S_H B A X T_D
رحمت 1.0	R A H M A T_D
یونین 1.0	J U_U N I J A N
مقابلے 1.0	M U Q A_A B L A_Y
سیشن 1.0	S AE S_H A N
وبال 1.0	V A B A_A L
بانٹ 1.0	B A_A N T
بڑھانے 1.0	B A R_R_H A_A N A_Y
عین 1.0	AE N
مقابلہ 1.0	M U Q A_A B A L L A_A
اشتیاق 1.0	I S_H T_D I J A_A Q
مشاعرہ 1.0	M U S_H A_A A R A_A
کلام 1.0	K A L L A_A M
حیثیت 1.0	H AE S I J A T_D
بہتا 1.0	B AE_H H T_D A_A
کہنے 1.0	K A H N A_Y
بہتر 1.0	B AE_H H A T_D T_D A R
دوبالا 1.0	D_D O_O B A_A L A_A
بلال 1.0	B A L A_A L
چشتیاں 1.0	TS I S_H T_D I J A_A_N
بندرگاہ 1.0	B A N D_D A R G A_A
فیکٹری 1.0	F AE K T A R II
ابرار 1.0	I B R A_A R
بڑھاپے 1.0	B A R_R_H A_A P A_Y
جذبے 1.0	D_Z A Z B A_Y
جنڈ 1.0	D_Z I N D
جذبہ 1.0	D_Z A Z B A_A
کیمپ 1.0	K AE M P
ایمپائرنگ 1.0	AE M P A_A I R I N_G
جنگ 1.0	D_Z A N_G
عنبرین 1.0	A M B A R II N
بھروسہ 1.0	B_H A R U_U S A_A
شیدا 1.0	S_H AE D_D A_A
شکوہ 1.0	S_H I K V A_A
لمگیر 1.0	L A M G II R
پرہز 1.0	P A R H A Z
فرقان 1.0	F A R Q A_A N
پینسٹھ 1.0	P A_Y N S A T_H
اعظم 1.0	A Z A M
حاکمہ 1.0	H A_A K I M A_A
ملازم 1.0	M U L A_A Z I M
احترام 1.0	I H T_D I R A_A M
ٹریکٹر 1.0	T A R AE K T A R
المناک 1.0	A L A M N A_A K
شکیلہ 1.0	S_H A K II L A_A
خیز 1.0	X AE Z
حوا 1.0	H A V V A_A
مضامین 1.0	M U Z A_A M II N
طالبہ 1.0	T_D A_A L I B A_A
بلاک 1.0	B I L A_A K
حوض 1.0	H O Z
کہنا 1.0	K A H N A_A
دماغی 1.0	D_D I M A_A G_G II
وزیرِاعظم 1.0	V A Z II R A_Y A_A Z A M
حور 1.0	H U_U R
مصروفیات 1.0	M A S R U_U F I J A_A T_D
جنت 1.0	D_Z I N T_D
کلاں 1.0	K U L A_A_N
شہزاد 1.0	S_H A H Z A_A D_D
فلم 1.0	F I L M
چاہنے 1.0	TS A_A H N A_Y
پارس 1.0	P A_A R S
بدعنوانیوں 1.0	B A D_D U N V A_A N II O_O_N
پینوراما 1.0	P AE N O_O R A_A M A_A
نطریات 1.0	N A T_D A R J A_A T_D
معلومات 1.0	M A L U_U M A_A T_D
کاریگر 1.0	K A_A R II G A R
چٹرھ 1.0	TS A T A R
قیس 1.0	Q AE S
ہلاکو 1.0	H A L A_A K O_O
بوٹی 1.0	B O_O T II
طالبعلموں 1.0	T_D A_A L A_Y B A_Y L A M O_O_N
طرزِ 1.0	T_D A R Z I
سمجھایا 1.0	S A M D_Z_H A_A J A_A
روکتے 1.0	R O_O K T_D A_Y
ملوث 1.0	M A L U_U S
برفباری 1.0	B A R F A B A_A R II
ہوگی 1.0	H O_O G II
نرگس 1.0	N A R G A S
چڑھے 1.0	TS A R_R_H A_Y
پارو 1.0	P A_A R O_O
آفرین 1.0	A_A F R II N
دیکھ 1.0	D_D A_Y K_H
صدیقہ 1.0	S I D_D D_D II Q A_A
ہوگا 1.0	H O_O G A_A
فنکار 1.0	F A N K A_A R
افروز 1.0	A F R U_U Z
پارک 1.0	P A_A R K
باطنہ 1.0	B A_A T_D I N A_A
کاغذات 1.0	K A_A G_G Z A_A T_D
بہجت 1.0	B A H D_Z A T_D
رومانہ 1.0	R U_U M A_A N A_A
بادامی 1.0	B A_A D_D A_A M II
چالان 1.0	TS A_A L A_A N
خانساماں 1.0	X A_A N S A_A M A_A_N
بھنور 1.0	B_H A N V A R
ہوئےہیں 1.0	H U_U A_Y H A_Y_N
انہیں 1.0	U N H A_Y_N
تہواروں 1.0	T_D AE_H H V A_A R O_O_N
نکل 1.0	N I K A L
پارہ 1.0	P A_A R A_A
ضد 1.0	Z I D_D
رضوانہ 1.0	R A Z V A_A N A_A
درخت 1.0	D_D A R A X T_D
حنیف 1.0	H A N II F
کھانوں 1.0	K_H A_A N O_O_N
اژدہا 1.0	A Z_Z D_D A H A_A
تشویشناک 1.0	T_D A S_H V II S_H N A_A K
بیوی 1.0	B A_Y V II
کروں 1.0	K U R R O_O_N
مرچ 1.0	M I R TS
شخصیت 1.0	S_H A X S II J A T_D
لالہ 1.0	L A_A L A_A
برپا 1.0	B A R P A_A
ساہیوال 1.0	S A_A H II V A_A L
بندش 1.0	B A N D_D I S_H
گجر 1.0	G A D_Z A R
امڈ 1.0	U M A D
گفٹ 1.0	G I F T
شمشاد 1.0	S_H A M S_H A_A D_D
کفایت 1.0	K I F A_A J A T_D
سمجھنا 1.0	S A M A D_Z_H N A_A
مری 1.0	M U R II
ذاکرہ 1.0	Z A_A K I R A_A
صدیق 1.0	S A D_D D_D II Q
امن 1.0	A M A N
مرد 1.0	M U R D_D
سمجھنے 1.0	S A M A D_Z_H N A_Y
کنڈرہ 1.0	K A N D A R A_A
کروا 1.0	K A R V A_A
تعویز 1.0	T_D A_A V II Z
ضلعی 1.0	Z I L A II
گندم 1.0	G A N D_D A M
مانکیڑہ 1.0	M A_A N K II R_R A_A
آزادی 1.0	A_A Z A_A D_D II
کمی 1.0	K A M II
بندی 1.0	B A N D_D II
بندہ 1.0	B A N D_D A_A
باتیں 1.0	B A_A T_D A_Y_N
تسلی 1.0	T_D A S A L L II
سنگین 1.0	S A N_G II N
ترلائی 1.0	T_D A R L A_A II
ضمیر 1.0	Z A M II R
امر 1.0	A M A R
آنسوبہاتی 1.0	A_A N S U_U B A H A_A T_D II
آنسہ 1.0	A_A N I S A_A
مہمان 1.0	M U H M A_A N
کروٹ 1.0	K U R U_U T
گورکنوں 1.0	G O_O R K A N O_O_N
گوہر 1.0	G O_O H A R
قذافی 1.0	Q A Z A_A F II
کہاں 1.0	K A H A_A_N
پیاروں 1.0	P I J A_A R O_O_N
چوریوں 1.0	TS O R II O_O_N
گرم 1.0	G A R A M
حاصل 1.0	H A_A S I L
خریدنا 1.0	X A R II D_D N A_A
گوجرہ 1.0	G O_O D_Z R A_A
گرا 1.0	G I R A_A
کھچڑی 1.0	K_H I TS R_R II
گرد 1.0	G A R D_D
گرج 1.0	G A R I D_Z
سازگار 1.0	S A_A Z G A_A R
پھائے 1.0	P_H A_A A_Y
بلیوارڈ 1.0	B I L J A_A R D
عجیب 1.0	A D_Z II B
تیسرا 1.0	T_D II S R A_A
جاناں 1.0	D_Z A_A N A_A_N
سطریں 1.0	S A T_D R A_Y_N
برداری 1.0	B A R D_D A_A R II
دیواریں 1.0	D_D A_Y V A_A R A_Y_N
تیسری 1.0	T_D II S R II
گولڑہ 1.0	G O_O L R_R A_A
پٹری 1.0	P A T R II
قدیم 1.0	Q A D_D II M
گرے 1.0	G I R A_Y
کہار 1.0	K A H A_A R
خریدنے 1.0	X A R II D_D N A_Y
دھمکیاں 1.0	D_D_H A M K I J A_A_N
پنوں 1.0	P I N N O_O_N
قدیر 1.0	Q A D_D II R
پٹرھ 1.0	P I T A R
آئینہ 1.0	A_A II N A_A
قینچی 1.0	Q AE N TS II
واپسی 1.0	V A_A P S II
چڑیا 1.0	TS I R_R J A_A
شمولیت 1.0	S_H A M U_U L II J A T_D
جرائم 1.0	D_Z A R A_A I M
مضمون 1.0	M A Z M U_U N
بڑہا 1.0	B A R_R H A_A
تھی 1.0	T_D_H II
تھے 1.0	T_D_H A_Y
باڑہ 1.0	B A_A R_R A_A
لیا 1.0	L I J A_A
پانے 1.0	P A_A N A_Y
کلامی 1.0	K A L A_A M II
دردانہ 1.0	D_D A R D_D A_A N A_A
سالگرہ 1.0	S A_A L G I R A_A
بعد 1.0	B A_A D_D
لیس 1.0	L A_Y S
تکبر 1.0	T_D A K A B B U R
حادثات 1.0	H A_A D_D I S A_A T_D
دستہ 1.0	D_D A S T_D A_A
بعض 1.0	B A_A Z
متعلقہ 1.0	M U T_D A A L L I Q A_A
چھلانگیں 1.0	TS_H A L A_A N_G G A_Y_N
پانی 1.0	P A_A N II
شوہر 1.0	S_H O_O H A R
ضائع 1.0	Z A_A A_Y
نائب 1.0	N A_A I B
دستک 1.0	D_D A S T_D A K
قدوسی 1.0	Q U D_D D_D U_U S II
پیلے 1.0	P A_Y L A_Y
تھک 1.0	T_D_H A K
نورجہاں 1.0	N O R A_Y D_Z A H A_A_N
چلنا 1.0	TS A L N A_A
پانچ 1.0	P A_A N TS
لہجے 1.0	L AE_H H D_Z A_Y
اعتمادی 1.0	A_Y T_D A_Y M A_A D_D II
نیند 1.0	N II N D_D
خزانہ 1.0	X A Z A_A N A_A
تھل 1.0	T_D_H A L
جدو 1.0	D_Z A D_D D_D U_U
خزانے 1.0	X A Z A_A N A_Y
چلنے 1.0	TS A L N A_Y
کرواتے 1.0	K A R V A_A T_D A_Y
گرفتار 1.0	G I R I F T_D A_A R
پیسے 1.0	P II S A_Y
ناشطہ 1.0	N A_A S_H I T_D A_A
مواقعوں 1.0	M A V A_A Q O_O_N
لیگ 1.0	L II G
کفالت 1.0	K A F A_A L A T_D
فیروز 1.0	F AE R O_O Z
پیسہ 1.0	P AE S A_A
افسوس 1.0	A F S U_U S
رشید 1.0	R A S_H II D_D
لیہ 1.0	L I J J A_A
دستر 1.0	D_D A S T_D A R
باڑا 1.0	B A_A R_R A_A
کراس 1.0	K A R A_A S
تھا 1.0	T_D_H A_A
جدا 1.0	D_Z U D_D A_A
شرجیل 1.0	S_H A R D_Z II L
لاکھوں 1.0	L A_A K_H O_O_N
باقی 1.0	B A_A Q II
جاننا 1.0	D_Z A_A N N A_A
خوف 1.0	X O F
دراوڑ 1.0	D_D A R A_A V A R_R
لیاقت 1.0	L I J A_A Q A T_D
کھردرا 1.0	K_H U R D_D A R A_A
فرہاد 1.0	F A R H A_A D_D
چوڑیوں 1.0	TS O R_R II O_O_N
جستجو 1.0	D_Z I S T_D D_Z U_U
کاری 1.0	K A_A R II
دمک 1.0	D_D A M A K
خوشاب 1.0	X O_O S_H A_A B
درجہ 1.0	D_D A R D_Z A_A
اِدھر 1.0	I D_D_H A R
والوں 1.0	V A_A L O_O_N
کارڈ 1.0	K A_A R D
کبیر 1.0	K A B II R
خوب 1.0	X U_U B
خوش 1.0	X U S_H
گلوکار 1.0	G U L U_U K A_A R
خور 1.0	X U R
کروڑ 1.0	K A R R O_O R_R
بچیوں 1.0	B A TS TS II O_O_N
تھوڑی 1.0	T_D_H O_O R_R II
کالا 1.0	K A_A L A_A
گلوکاری 1.0	G U L U_U K A_A R II
کالج 1.0	K A_A L I D_Z
گلوکارہ 1.0	G U L U_U K A_A R A_A
وجوہات 1.0	V A D_Z U_U H A_A T_D
ساتھی 1.0	S A_A T_D_H II
کھنکھار 1.0	K_H A N K_H A_A R
سربراہان 1.0	S A R B A R A_A H A_A N
پسماندہ 1.0	P A S M A_A N D_D A_A
بزرگوں 1.0	B U Z U R G O_O_N
باغیچہ 1.0	B A_A G_G II TS A_A
مقابلوں 1.0	M U Q A_A B A L O_O_N
وقتی 1.0	V A Q T_D II
الطاف 1.0	A L T_D A_A F
جیتنے 1.0	D_Z II T_D N A_Y
ایوبیہ 1.0	AE V A B I J J A_A
تلاش 1.0	T_D A L A_A S_H
آہستہ 1.0	A_A H I S T_D A_A
کالم 1.0	K A_A L A M
بٹورنے 1.0	B A T O_O R N A_Y
ثبوت 1.0	S U B U_U T_D
موقع 1.0	M O Q A
روزگاری 1.0	R O_O Z G A_A R II
تعاون 1.0	T_D A A_A V U N
گردی 1.0	G A R D_D II
داری 1.0	D_D A_A R II
معاوضہ 1.0	M U A_A V A Z A_A
تھام 1.0	T_D_H A_A M
چیکنگ 1.0	TS II K I N_G
خیمہ 1.0	X II M A_A
منعقد 1.0	M U N A Q I D_D
نگہت 1.0	N I G A H T_D A T_D
عا 1.0	A_A
ٹکڑے 1.0	T U K R_R A_Y
معیشت 1.0	M A II S_H A T_D
اشعر 1.0	A S_H A R
سگریٹ 1.0	S I G R A_Y T
پلاٹ 1.0	P A L A_A T
واشنگٹن 1.0	V A_A S_H I N_G T A N
درمیانی 1.0	D_D A R M I J A_A N II
اصباح 1.0	A S B A_A
بتول 1.0	B A T_D U_U L
بزنس 1.0	B I Z N I S
گردن 1.0	G A R D_D A N
محنتی 1.0	M U H N A T_D II
شناور 1.0	S_H I N A_A V A R
نمک 1.0	N A M A K
بھاری 1.0	B_H A_A R II
نصیب 1.0	N A S II B
آنکھیں 1.0	A_A N K_H A_Y_N
نصیر 1.0	N A S II R
